,load,onwind,offwind,solar,prices
2015-01-01 00:00:00,41151.0,0.1566,0.703,0.0,
2015-01-01 04:00:00,38941.0,0.1826,0.7272,0.0,
2015-01-01 08:00:00,42963.0,0.2281,0.7828,0.0442,
2015-01-01 12:00:00,47164.0,0.2384,0.8244,0.2074,
2015-01-01 16:00:00,53410.0,0.3828,0.9022,0.0,
2015-01-01 20:00:00,48730.0,0.5201,0.9727,0.0,
2015-01-02 00:00:00,40577.0,0.6391,0.9823,0.0,
2015-01-02 04:00:00,42382.0,0.7704,0.9851,0.0,
2015-01-02 08:00:00,56505.0,0.7918,0.9844,0.0197,
2015-01-02 12:00:00,58564.0,0.7435,0.9832,0.1104,
2015-01-02 16:00:00,61605.0,0.7368,0.9795,0.0,
2015-01-02 20:00:00,53186.0,0.7246,0.977,0.0,
2015-01-03 00:00:00,38338.0,0.713,0.9742,0.0,
2015-01-03 04:00:00,36839.0,0.5138,0.9573,0.0,
2015-01-03 08:00:00,47421.0,0.541,0.9554,0.0193,
2015-01-03 12:00:00,52147.0,0.5024,0.8144,0.0718,
2015-01-03 16:00:00,55854.0,0.3807,0.7757,0.0,
2015-01-03 20:00:00,48359.0,0.3939,0.8562,0.0,
2015-01-04 00:00:00,38517.0,0.4867,0.8251,0.0,
2015-01-04 04:00:00,36336.0,0.4778,0.7635,0.0,
2015-01-04 08:00:00,43899.0,0.442,0.7305,0.0526,
2015-01-04 12:00:00,48824.0,0.4459,0.6235,0.1633,
2015-01-04 16:00:00,53400.0,0.3993,0.4919,0.0,
2015-01-04 20:00:00,48877.0,0.2732,0.4905,0.0,
2015-01-05 00:00:00,40699.0,0.2382,0.5741,0.0,22.34
2015-01-05 04:00:00,43931.0,0.288,0.478,0.0,17.38
2015-01-05 08:00:00,61179.0,0.3308,0.3484,0.0611,39.09
2015-01-05 12:00:00,62108.0,0.2527,0.2761,0.181,40.72
2015-01-05 16:00:00,65129.99999999999,0.1342,0.136,0.0,46.7
2015-01-05 20:00:00,56346.0,0.0712,0.122,0.0,44.32
2015-01-06 00:00:00,45011.0,0.0396,0.1687,0.0,30.02
2015-01-06 04:00:00,46416.0,0.038,0.2502,0.0,30.63
2015-01-06 08:00:00,59295.0,0.0848,0.3268,0.0532,40.76
2015-01-06 12:00:00,60697.0,0.0942,0.3703,0.1833,30.06
2015-01-06 16:00:00,63969.0,0.2382,0.5082,0.0,40.32
2015-01-06 20:00:00,57114.0,0.2312,0.4455,0.0,32.92
2015-01-07 00:00:00,45125.0,0.2115,0.5304,0.0,24.97
2015-01-07 04:00:00,48598.0,0.223,0.3635,0.0,26.1
2015-01-07 08:00:00,66400.0,0.1938,0.4447,0.0318,47.91
2015-01-07 12:00:00,67248.0,0.173,0.5725,0.1336,50.15
2015-01-07 16:00:00,69647.0,0.2487,0.6869,0.0,47.14
2015-01-07 20:00:00,60469.0,0.2815,0.8856,0.0,33.86
2015-01-08 00:00:00,48041.0,0.3482,0.9256,0.0,21.92
2015-01-08 04:00:00,51155.0,0.419,0.9037,0.0,15.0
2015-01-08 08:00:00,68599.0,0.4325,0.7419,0.0152,37.7
2015-01-08 12:00:00,69062.0,0.4581,0.5392,0.0549,34.37
2015-01-08 16:00:00,70139.0,0.4254,0.5703,0.0,32.47
2015-01-08 20:00:00,59524.0,0.505,0.793,0.0,29.44
2015-01-09 00:00:00,46472.0,0.5556,0.8229,0.0,11.55
2015-01-09 04:00:00,50426.0,0.7008,0.9601,0.0,10.33
2015-01-09 08:00:00,69495.0,0.9301,0.93,0.0196,29.99
2015-01-09 12:00:00,68267.0,0.9395,0.9732,0.0508,31.11
2015-01-09 16:00:00,70120.0,0.8929,0.9588,0.0,30.09
2015-01-09 20:00:00,58868.0,0.692,0.5586,0.0,30.11
2015-01-10 00:00:00,45889.0,0.5664,0.6771,0.0,17.1
2015-01-10 04:00:00,43841.0,0.7222,0.9006,0.0,9.08
2015-01-10 08:00:00,55587.0,0.9143,0.9671,0.0259,11.35
2015-01-10 12:00:00,57469.0,0.9643,0.9305,0.1221,15.83
2015-01-10 16:00:00,59546.0,0.9413,0.9723,0.0,14.15
2015-01-10 20:00:00,51071.0,0.8201,0.9797,0.0,15.82
2015-01-11 00:00:00,41048.0,0.742,0.9767,0.0,0.05
2015-01-11 04:00:00,39494.0,0.7048,0.9707,0.0,-4.12
2015-01-11 08:00:00,47653.0,0.7948,0.9726,0.0522,-6.86
2015-01-11 12:00:00,52716.0,0.8733,0.9834,0.1511,8.71
2015-01-11 16:00:00,57143.0,0.8519,0.9663,0.0,0.61
2015-01-11 20:00:00,51979.0,0.7948,0.8921,0.0,9.63
2015-01-12 00:00:00,44192.0,0.6809,0.913,0.0,9.3
2015-01-12 04:00:00,49613.0,0.6268,0.9243,0.0,2.83
2015-01-12 08:00:00,69448.0,0.762,0.9742,0.0177,44.92
2015-01-12 12:00:00,71376.0,0.8476,0.9835,0.0596,29.33
2015-01-12 16:00:00,71371.0,0.8411,0.9595,0.0,28.99
2015-01-12 20:00:00,61344.0,0.7545,0.7906,0.0,27.61
2015-01-13 00:00:00,48218.0,0.6456,0.3286,0.0,9.27
2015-01-13 04:00:00,51849.0,0.6303,0.3224,0.0,11.26
2015-01-13 08:00:00,68327.0,0.7295,0.7343,0.1158,34.21
2015-01-13 12:00:00,67876.0,0.7177,0.6602,0.3381,23.73
2015-01-13 16:00:00,70119.0,0.5869,0.3925,0.0,34.13
2015-01-13 20:00:00,59175.0,0.4801,0.5979,0.0,31.41
2015-01-14 00:00:00,45320.0,0.4304,0.6967,0.0,13.25
2015-01-14 04:00:00,50345.0,0.4083,0.5819,0.0,13.91
2015-01-14 08:00:00,67873.0,0.5698,0.7752,0.0651,34.74
2015-01-14 12:00:00,68577.0,0.5453,0.6971,0.1722,29.7
2015-01-14 16:00:00,70156.0,0.371,0.6077,0.0,37.8
2015-01-14 20:00:00,60156.0,0.3649,0.748,0.0,29.44
2015-01-15 00:00:00,48098.0,0.3321,0.8584,0.0,24.36
2015-01-15 04:00:00,51717.0,0.4904,0.9367,0.0,15.43
2015-01-15 08:00:00,68630.0,0.6546,0.9776,0.0361,34.79
2015-01-15 12:00:00,69201.0,0.7257,0.9223,0.1276,27.02
2015-01-15 16:00:00,70186.0,0.7095,0.8701,0.0,29.37
2015-01-15 20:00:00,60304.0,0.6948,0.9625,0.0,28.32
2015-01-16 00:00:00,46279.0,0.5799,0.9696,0.0,9.78
2015-01-16 04:00:00,51456.0,0.5009,0.9715,0.0,14.11
2015-01-16 08:00:00,68027.0,0.347,0.9284,0.0716,37.71
2015-01-16 12:00:00,66189.0,0.189,0.7531,0.2145,39.95
2015-01-16 16:00:00,67360.0,0.1611,0.5304,0.0,47.1
2015-01-16 20:00:00,57066.0,0.1122,0.419,0.0,41.51
2015-01-17 00:00:00,45369.0,0.0829,0.4922,0.0,29.03
2015-01-17 04:00:00,43903.0,0.12,0.5422,0.0,27.05
2015-01-17 08:00:00,55104.0,0.1219,0.6129,0.0676,29.73
2015-01-17 12:00:00,54885.0,0.1354,0.6878,0.2524,34.99
2015-01-17 16:00:00,57914.0,0.1647,0.7707,0.0,33.84
2015-01-17 20:00:00,50831.0,0.1815,0.739,0.0,28.95
2015-01-18 00:00:00,42468.0,0.1818,0.5218,0.0,23.35
2015-01-18 04:00:00,40032.0,0.1587,0.3802,0.0,22.32
2015-01-18 08:00:00,47041.0,0.1301,0.3459,0.0897,19.07
2015-01-18 12:00:00,50148.0,0.1249,0.1398,0.2877,28.15
2015-01-18 16:00:00,54287.0,0.147,0.0416,0.0,30.44
2015-01-18 20:00:00,50835.0,0.136,0.0262,0.0,30.54
2015-01-19 00:00:00,43874.0,0.0908,0.0095,0.0,27.92
2015-01-19 04:00:00,48847.0,0.0342,0.0089,0.0,28.07
2015-01-19 08:00:00,68452.0,0.0219,0.015,0.0604,56.49
2015-01-19 12:00:00,69029.0,0.0142,0.0144,0.1845,44.97
2015-01-19 16:00:00,69802.0,0.0617,0.0216,0.0,48.19
2015-01-19 20:00:00,60416.0,0.045,0.0312,0.0,45.0
2015-01-20 00:00:00,47985.0,0.0274,0.0392,0.0,31.93
2015-01-20 04:00:00,51622.0,0.0225,0.0412,0.0,31.02
2015-01-20 08:00:00,69136.0,0.0134,0.0381,0.0415,58.88
2015-01-20 12:00:00,69880.0,0.0077,0.0164,0.1089,53.53
2015-01-20 16:00:00,70708.0,0.0166,0.0124,0.0,51.04
2015-01-20 20:00:00,60887.0,0.0291,0.0197,0.0,50.01
2015-01-21 00:00:00,48261.0,0.0346,0.0523,0.0,31.08
2015-01-21 04:00:00,51835.0,0.0283,0.0449,0.0,33.27
2015-01-21 08:00:00,69062.0,0.0233,0.0583,0.0548,58.39
2015-01-21 12:00:00,68982.0,0.0296,0.0474,0.1648,48.49
2015-01-21 16:00:00,70266.0,0.0946,0.053,0.0,51.02
2015-01-21 20:00:00,61021.0,0.1011,0.107,0.0,43.22
2015-01-22 00:00:00,48985.0,0.0713,0.0645,0.0,29.67
2015-01-22 04:00:00,51654.0,0.0712,0.0523,0.0,29.38
2015-01-22 08:00:00,69197.0,0.0832,0.0575,0.0409,53.79
2015-01-22 12:00:00,69823.0,0.0846,0.0303,0.0916,52.44
2015-01-22 16:00:00,70502.0,0.1152,0.0103,0.0,51.99
2015-01-22 20:00:00,61343.0,0.0712,0.0034,0.0,45.57
2015-01-23 00:00:00,48785.0,0.0639,0.0007,0.0,31.18
2015-01-23 04:00:00,51882.0,0.0574,0.0016,0.0,29.39
2015-01-23 08:00:00,68556.0,0.042,0.007,0.0491,53.56
2015-01-23 12:00:00,68146.0,0.0242,0.1061,0.0757,49.94
2015-01-23 16:00:00,68865.0,0.0338,0.323,0.0002,45.18
2015-01-23 20:00:00,58967.0,0.0624,0.6569,0.0,41.48
2015-01-24 00:00:00,48721.0,0.1471,0.8081,0.0,28.5
2015-01-24 04:00:00,47904.0,0.1784,0.7978,0.0,25.93
2015-01-24 08:00:00,55538.0,0.1757,0.3883,0.0356,27.6
2015-01-24 12:00:00,57603.0,0.1238,0.4999,0.0815,37.27
2015-01-24 16:00:00,59505.0,0.1764,0.4808,0.0,34.52
2015-01-24 20:00:00,51700.0,0.1598,0.4602,0.0,30.04
2015-01-25 00:00:00,43563.0,0.1766,0.3923,0.0,23.26
2015-01-25 04:00:00,41003.0,0.1746,0.2756,0.0,21.49
2015-01-25 08:00:00,47997.0,0.1273,0.2434,0.0548,24.64
2015-01-25 12:00:00,51386.0,0.0874,0.1713,0.1023,31.99
2015-01-25 16:00:00,55223.0,0.1006,0.1104,0.0002,30.29
2015-01-25 20:00:00,51817.0,0.068,0.2089,0.0,34.92
2015-01-26 00:00:00,44467.0,0.0748,0.3557,0.0,26.93
2015-01-26 04:00:00,49798.0,0.119,0.4157,0.0,25.8
2015-01-26 08:00:00,68736.0,0.1745,0.5191,0.0403,53.22
2015-01-26 12:00:00,70765.0,0.2847,0.5567,0.0796,46.22
2015-01-26 16:00:00,70783.0,0.376,0.6553,0.0,39.76
2015-01-26 20:00:00,61753.0,0.3462,0.7231,0.0,30.34
2015-01-27 00:00:00,49395.0,0.4003,0.7839,0.0,20.36
2015-01-27 04:00:00,52571.0,0.3702,0.6713,0.0,19.92
2015-01-27 08:00:00,68269.0,0.3421,0.5809,0.0787,35.92
2015-01-27 12:00:00,68948.0,0.306,0.3943,0.145,37.93
2015-01-27 16:00:00,69423.0,0.2831,0.2052,0.0,38.93
2015-01-27 20:00:00,60965.0,0.1511,0.1697,0.0,40.0
2015-01-28 00:00:00,48565.0,0.1324,0.4136,0.0,26.97
2015-01-28 04:00:00,52359.0,0.2009,0.6647,0.0,25.75
2015-01-28 08:00:00,69270.0,0.344,0.8751,0.0323,42.86
2015-01-28 12:00:00,70833.0,0.6464,0.9605,0.1006,27.85
2015-01-28 16:00:00,72415.0,0.8156,0.8957,0.0,27.0
2015-01-28 20:00:00,63637.0,0.7599,0.9571,0.0,25.47
2015-01-29 00:00:00,48776.0,0.6406,0.9393,0.0,9.98
2015-01-29 04:00:00,51013.0,0.5565,0.8817,0.0,11.84
2015-01-29 08:00:00,70268.0,0.567,0.8268,0.123,32.12
2015-01-29 12:00:00,71366.0,0.6035,0.7626,0.1527,28.63
2015-01-29 16:00:00,70389.0,0.3539,0.4464,0.0001,32.45
2015-01-29 20:00:00,61483.0,0.2792,0.1428,0.0,33.41
2015-01-30 00:00:00,48558.0,0.187,0.0322,0.0,26.6
2015-01-30 04:00:00,51850.0,0.1568,0.0161,0.0,23.89
2015-01-30 08:00:00,68725.0,0.1346,0.018,0.0712,49.19
2015-01-30 12:00:00,67444.0,0.1279,0.0256,0.1198,46.0
2015-01-30 16:00:00,67658.0,0.1077,0.1164,0.0005,44.0
2015-01-30 20:00:00,59173.0,0.1245,0.1446,0.0,40.04
2015-01-31 00:00:00,48177.0,0.138,0.0689,0.0,27.92
2015-01-31 04:00:00,45254.0,0.1514,0.0592,0.0,24.95
2015-01-31 08:00:00,56106.0,0.1177,0.058,0.0783,28.36
2015-01-31 12:00:00,55522.0,0.1476,0.0454,0.1366,28.41
2015-01-31 16:00:00,57689.0,0.1658,0.0573,0.0007,32.12
2015-01-31 20:00:00,51122.0,0.1604,0.0739,0.0,32.83
2015-02-01 00:00:00,42863.0,0.1267,0.0783,0.0,27.04
2015-02-01 04:00:00,40322.0,0.0974,0.0705,0.0,25.78
2015-02-01 08:00:00,47866.0,0.0796,0.0844,0.0794,27.84
2015-02-01 12:00:00,50776.0,0.1229,0.2834,0.1356,34.95
2015-02-01 16:00:00,53440.0,0.191,0.4435,0.0008,29.89
2015-02-01 20:00:00,51911.0,0.2105,0.4839,0.0,28.59
2015-02-02 00:00:00,45816.0,0.211,0.4441,0.0,27.23
2015-02-02 04:00:00,50595.0,0.2119,0.3796,0.0,26.24
2015-02-02 08:00:00,68587.0,0.2021,0.4003,0.0851,53.13
2015-02-02 12:00:00,70077.0,0.2641,0.3088,0.1302,45.0
2015-02-02 16:00:00,69377.0,0.2363,0.203,0.0006,47.99
2015-02-02 20:00:00,61842.0,0.2025,0.2591,0.0,45.0
2015-02-03 00:00:00,50039.0,0.1739,0.1532,0.0,29.46
2015-02-03 04:00:00,53250.0,0.1499,0.0945,0.0,28.21
2015-02-03 08:00:00,69261.0,0.1116,0.1426,0.0706,60.08
2015-02-03 12:00:00,68910.0,0.1065,0.2337,0.171,46.2
2015-02-03 16:00:00,68891.0,0.0944,0.3683,0.0014,51.54
2015-02-03 20:00:00,61812.0,0.0714,0.2625,0.0,47.99
2015-02-04 00:00:00,50321.0,0.0596,0.0914,0.0,34.9
2015-02-04 04:00:00,53350.0,0.0493,0.0448,0.0,30.49
2015-02-04 08:00:00,69575.0,0.0337,0.0451,0.0883,61.76
2015-02-04 12:00:00,69435.0,0.0488,0.0572,0.1636,54.87
2015-02-04 16:00:00,69271.0,0.0669,0.0878,0.0019,49.92
2015-02-04 20:00:00,62408.0,0.034,0.0685,0.0,49.89
2015-02-05 00:00:00,50594.0,0.0235,0.1226,0.0,39.96
2015-02-05 04:00:00,53276.0,0.0326,0.1984,0.0,32.92
2015-02-05 08:00:00,69081.0,0.0483,0.2302,0.0862,62.06
2015-02-05 12:00:00,69759.0,0.126,0.1146,0.1625,50.52
2015-02-05 16:00:00,69481.0,0.2296,0.1138,0.0009,44.04
2015-02-05 20:00:00,62586.0,0.2218,0.1146,0.0,41.89
2015-02-06 00:00:00,51001.0,0.1649,0.0813,0.0,28.73
2015-02-06 04:00:00,53603.0,0.1677,0.0533,0.0,28.23
2015-02-06 08:00:00,69768.0,0.1853,0.0204,0.0937,46.9
2015-02-06 12:00:00,67425.0,0.1904,0.0236,0.2656,39.65
2015-02-06 16:00:00,67310.0,0.1605,0.0566,0.0028,42.95
2015-02-06 20:00:00,60562.0,0.1032,0.0946,0.0,45.0
2015-02-07 00:00:00,50874.0,0.0781,0.1808,0.0,28.46
2015-02-07 04:00:00,47264.0,0.1103,0.3252,0.0,26.08
2015-02-07 08:00:00,56728.0,0.1528,0.4702,0.1303,32.03
2015-02-07 12:00:00,56620.0,0.276,0.6824,0.26,29.99
2015-02-07 16:00:00,58279.0,0.462,0.8822,0.0032,25.16
2015-02-07 20:00:00,51932.0,0.6171,0.9419,0.0,22.31
2015-02-08 00:00:00,44616.0,0.7248,0.9705,0.0,-5.0
2015-02-08 04:00:00,41602.0,0.6554,0.9489,0.0,-7.32
2015-02-08 08:00:00,50121.0,0.457,0.8754,0.1193,4.86
2015-02-08 12:00:00,51588.0,0.4944,0.4596,0.2956,12.21
2015-02-08 16:00:00,53045.0,0.3608,0.3533,0.0058,26.66
2015-02-08 20:00:00,53423.0,0.3144,0.6768,0.0,28.12
2015-02-09 00:00:00,46620.0,0.4026,0.7549,0.0,16.42
2015-02-09 04:00:00,51090.0,0.473,0.7395,0.0,9.81
2015-02-09 08:00:00,69923.0,0.454,0.767,0.0626,29.96
2015-02-09 12:00:00,71101.0,0.4361,0.627,0.075,31.21
2015-02-09 16:00:00,69703.0,0.3931,0.6647,0.0005,32.3
2015-02-09 20:00:00,61809.0,0.302,0.5968,0.0,39.91
2015-02-10 00:00:00,48681.0,0.2494,0.5344,0.0,25.36
2015-02-10 04:00:00,52517.0,0.2461,0.5265,0.0,26.02
2015-02-10 08:00:00,68612.0,0.1599,0.392,0.0671,49.0
2015-02-10 12:00:00,69765.0,0.158,0.3203,0.091,47.27
2015-02-10 16:00:00,68158.0,0.1726,0.2246,0.0023,50.38
2015-02-10 20:00:00,61033.0,0.1106,0.0831,0.0,51.66
2015-02-11 00:00:00,48200.0,0.0656,0.0345,0.0,30.57
2015-02-11 04:00:00,52002.0,0.0274,0.0348,0.0,31.39
2015-02-11 08:00:00,68656.0,0.015,0.0291,0.0592,64.91
2015-02-11 12:00:00,68707.0,0.0082,0.0352,0.1227,49.06
2015-02-11 16:00:00,67692.0,0.024,0.0192,0.0062,50.86
2015-02-11 20:00:00,61517.0,0.0775,0.0273,0.0,55.62
2015-02-12 00:00:00,49442.0,0.0569,0.0152,0.0,36.63
2015-02-12 04:00:00,52260.0,0.035,0.0113,0.0,32.35
2015-02-12 08:00:00,69053.0,0.0231,0.0106,0.1011,70.6
2015-02-12 12:00:00,68081.0,0.0112,0.0054,0.2002,44.91
2015-02-12 16:00:00,66263.0,0.0274,0.0186,0.0086,49.96
2015-02-12 20:00:00,60437.0,0.0793,0.081,0.0,54.98
2015-02-13 00:00:00,49453.0,0.057,0.1297,0.0,31.03
2015-02-13 04:00:00,52382.0,0.0706,0.1534,0.0,31.88
2015-02-13 08:00:00,67666.0,0.0575,0.2182,0.1498,57.84
2015-02-13 12:00:00,65704.0,0.0679,0.2132,0.3849,38.05
2015-02-13 16:00:00,64277.0,0.2008,0.3317,0.016,43.2
2015-02-13 20:00:00,58611.0,0.2053,0.38,0.0,31.81
2015-02-14 00:00:00,47675.0,0.142,0.2044,0.0,28.81
2015-02-14 04:00:00,45477.0,0.1153,0.2244,0.0,27.68
2015-02-14 08:00:00,55204.0,0.0554,0.1882,0.2051,31.17
2015-02-14 12:00:00,53811.0,0.0376,0.1685,0.4656,31.06
2015-02-14 16:00:00,54665.0,0.1361,0.2595,0.0182,36.35
2015-02-14 20:00:00,51102.0,0.142,0.3261,0.0,37.64
2015-02-15 00:00:00,43250.0,0.1149,0.4196,0.0,30.59
2015-02-15 04:00:00,41061.0,0.1272,0.6607,0.0,29.28
2015-02-15 08:00:00,48903.0,0.1475,0.6533,0.1677,30.52
2015-02-15 12:00:00,49258.0,0.18,0.5188,0.3909,25.93
2015-02-15 16:00:00,50131.0,0.3187,0.518,0.0195,26.64
2015-02-15 20:00:00,50496.0,0.2478,0.5161,0.0,31.83
2015-02-16 00:00:00,44112.0,0.1532,0.3292,0.0,26.72
2015-02-16 04:00:00,48741.0,0.1542,0.4485,0.0,25.89
2015-02-16 08:00:00,65821.0,0.207,0.4471,0.1563,44.91
2015-02-16 12:00:00,65735.0,0.1972,0.3585,0.3543,30.59
2015-02-16 16:00:00,63735.0,0.2326,0.2457,0.1547,40.68
2015-02-16 20:00:00,59863.0,0.173,0.2705,0.0,42.99
2015-02-17 00:00:00,49392.0,0.0762,0.1492,0.0,29.09
2015-02-17 04:00:00,52154.0,0.0419,0.0768,0.0,30.03
2015-02-17 08:00:00,67988.0,0.0307,0.0757,0.1636,55.55
2015-02-17 12:00:00,68227.0,0.0339,0.15,0.23,43.31
2015-02-17 16:00:00,67240.0,0.0759,0.1822,0.0078,44.92
2015-02-17 20:00:00,60315.0,0.0903,0.2929,0.0,49.94
2015-02-18 00:00:00,48471.0,0.0635,0.3233,0.0,30.3
2015-02-18 04:00:00,52152.0,0.0606,0.3822,0.0,31.03
2015-02-18 08:00:00,68986.0,0.0851,0.5204,0.0909,57.8
2015-02-18 12:00:00,68638.0,0.1488,0.6821,0.2823,47.0
2015-02-18 16:00:00,66769.0,0.1992,0.7171,0.0167,44.71
2015-02-18 20:00:00,61965.0,0.2723,0.7356,0.0,44.94
2015-02-19 00:00:00,50002.0,0.2505,0.7446,0.0,30.9
2015-02-19 04:00:00,53122.0,0.1956,0.7302,0.0,29.93
2015-02-19 08:00:00,68785.0,0.2475,0.8026,0.1842,50.45
2015-02-19 12:00:00,68467.0,0.2713,0.7925,0.3996,37.61
2015-02-19 16:00:00,66194.0,0.2895,0.8183,0.0275,44.87
2015-02-19 20:00:00,62723.0,0.2944,0.8364,0.0,37.39
2015-02-20 00:00:00,50961.0,0.2666,0.8203,0.0,25.5
2015-02-20 04:00:00,53178.0,0.2962,0.7182,0.0,23.48
2015-02-20 08:00:00,67964.0,0.4052,0.7278,0.1986,32.8
2015-02-20 12:00:00,67283.0,0.4777,0.4668,0.3827,26.66
2015-02-20 16:00:00,64303.0,0.3556,0.1998,0.0298,32.17
2015-02-20 20:00:00,58728.0,0.3329,0.0462,0.0,39.34
2015-02-21 00:00:00,47205.0,0.3616,0.0187,0.0,28.57
2015-02-21 04:00:00,44916.0,0.3466,0.0606,0.0,24.96
2015-02-21 08:00:00,55512.0,0.2602,0.0711,0.1322,26.08
2015-02-21 12:00:00,57274.0,0.4128,0.184,0.2223,26.17
2015-02-21 16:00:00,54707.0,0.2216,0.2424,0.0223,31.0
2015-02-21 20:00:00,51120.0,0.1479,0.2231,0.0,38.62
2015-02-22 00:00:00,42571.0,0.095,0.2803,0.0,36.86
2015-02-22 04:00:00,40525.0,0.0791,0.4004,0.0,32.21
2015-02-22 08:00:00,48136.0,0.0763,0.3841,0.1786,35.01
2015-02-22 12:00:00,50289.0,0.1094,0.4028,0.2213,36.33
2015-02-22 16:00:00,50366.0,0.1126,0.637,0.0354,28.03
2015-02-22 20:00:00,51742.0,0.2985,0.8931,0.0,31.09
2015-02-23 00:00:00,45922.0,0.4185,0.9436,0.0,18.62
2015-02-23 04:00:00,51330.0,0.5142,0.8772,0.0,12.25
2015-02-23 08:00:00,69748.0,0.434,0.6804,0.0674,30.65
2015-02-23 12:00:00,70653.0,0.2896,0.5384,0.1211,39.94
2015-02-23 16:00:00,66902.0,0.2217,0.5161,0.016,40.66
2015-02-23 20:00:00,61170.0,0.252,0.5409,0.0,37.32
2015-02-24 00:00:00,49046.0,0.2623,0.6672,0.0,25.77
2015-02-24 04:00:00,52948.0,0.297,0.8381,0.0,24.91
2015-02-24 08:00:00,68659.0,0.3736,0.7773,0.2205,42.92
2015-02-24 12:00:00,69540.0,0.4161,0.6715,0.2458,29.0
2015-02-24 16:00:00,66139.0,0.3015,0.7019,0.0299,42.31
2015-02-24 20:00:00,61108.0,0.2614,0.6429,0.0,44.4
2015-02-25 00:00:00,48867.0,0.1406,0.5352,0.0,29.62
2015-02-25 04:00:00,52486.0,0.1057,0.4552,0.0,30.02
2015-02-25 08:00:00,66627.0,0.0884,0.2991,0.2579,49.9
2015-02-25 12:00:00,67623.0,0.1,0.1384,0.3319,44.23
2015-02-25 16:00:00,64947.99999999999,0.0437,0.0024,0.0488,49.93
2015-02-25 20:00:00,60917.0,0.0602,0.0001,0.0,52.25
2015-02-26 00:00:00,48407.0,0.0612,0.0176,0.0,30.9
2015-02-26 04:00:00,52093.0,0.081,0.1765,0.0,29.43
2015-02-26 08:00:00,66816.0,0.0664,0.5268,0.3159,55.64
2015-02-26 12:00:00,68412.0,0.2003,0.6876,0.5243,30.94
2015-02-26 16:00:00,65180.00000000001,0.278,0.7767,0.0654,39.92
2015-02-26 20:00:00,62317.0,0.3494,0.3615,0.0,37.79
2015-02-27 00:00:00,51110.0,0.2256,0.1563,0.0,26.72
2015-02-27 04:00:00,53946.0,0.1549,0.319,0.0,28.02
2015-02-27 08:00:00,67971.0,0.0665,0.24,0.2241,43.07
2015-02-27 12:00:00,67414.0,0.1203,0.1973,0.3315,35.59
2015-02-27 16:00:00,64601.0,0.1183,0.1097,0.0325,41.62
2015-02-27 20:00:00,59803.0,0.1245,0.099,0.0,47.19
2015-02-28 00:00:00,50517.0,0.0872,0.1421,0.0,28.48
2015-02-28 04:00:00,48654.0,0.0784,0.3206,0.0,27.3
2015-02-28 08:00:00,56842.0,0.0949,0.5125,0.2822,38.95
2015-02-28 12:00:00,56554.0,0.1603,0.65,0.385,25.89
2015-02-28 16:00:00,54951.0,0.191,0.7484,0.0783,30.08
2015-02-28 20:00:00,54378.0,0.3938,0.8579,0.0,27.01
2015-03-01 00:00:00,46521.0,0.4179,0.9041,0.0,11.76
2015-03-01 04:00:00,45045.0,0.5101,0.9128,0.0,-2.0
2015-03-01 08:00:00,52194.0,0.566,0.8477,0.072,3.91
2015-03-01 12:00:00,54712.0,0.5858,0.8773,0.1601,14.36
2015-03-01 16:00:00,53359.0,0.437,0.8035,0.0306,11.6
2015-03-01 20:00:00,53448.0,0.3299,0.6061,0.0,24.8
2015-03-02 00:00:00,47257.0,0.3516,0.6423,0.0,18.0
2015-03-02 04:00:00,52768.0,0.4767,0.805,0.0,12.0
2015-03-02 08:00:00,67277.0,0.7006,0.8816,0.1879,35.99
2015-03-02 12:00:00,68617.0,0.7293,0.848,0.289,25.89
2015-03-02 16:00:00,66127.0,0.5363,0.7853,0.0486,28.5
2015-03-02 20:00:00,62429.0,0.5247,0.7908,0.0,29.83
2015-03-03 00:00:00,52332.0,0.5643,0.8803,0.0,13.76
2015-03-03 04:00:00,55093.0,0.4931,0.6734,0.0,13.77
2015-03-03 08:00:00,67826.0,0.4921,0.6482,0.3147,30.16
2015-03-03 12:00:00,68848.0,0.5084,0.5435,0.3653,21.9
2015-03-03 16:00:00,65709.0,0.2907,0.3625,0.0409,34.8
2015-03-03 20:00:00,61961.0,0.2902,0.5051,0.0,40.09
2015-03-04 00:00:00,51632.0,0.3435,0.5455,0.0,23.31
2015-03-04 04:00:00,55212.0,0.3079,0.6657,0.0,18.04
2015-03-04 08:00:00,68234.0,0.3905,0.7558,0.2438,34.07
2015-03-04 12:00:00,69519.0,0.5312,0.7003,0.1891,15.57
2015-03-04 16:00:00,65965.0,0.3598,0.5982,0.051,26.67
2015-03-04 20:00:00,62970.0,0.365,0.5425,0.0,31.36
2015-03-05 00:00:00,52238.0,0.2726,0.3147,0.0,25.02
2015-03-05 04:00:00,55233.0,0.1886,0.2702,0.0,24.49
2015-03-05 08:00:00,68081.0,0.1374,0.224,0.1757,42.61
2015-03-05 12:00:00,68635.0,0.197,0.1995,0.2515,28.69
2015-03-05 16:00:00,64900.99999999999,0.1116,0.2877,0.0639,37.92
2015-03-05 20:00:00,61920.0,0.1313,0.3943,0.0,53.99
2015-03-06 00:00:00,51673.0,0.1179,0.4389,0.0,30.48
2015-03-06 04:00:00,54618.0,0.1179,0.4077,0.0,27.47
2015-03-06 08:00:00,68046.0,0.1123,0.3795,0.1766,49.22
2015-03-06 12:00:00,66592.0,0.1842,0.4402,0.2012,39.44
