,load,onwind,offwind,solar,prices
2015-12-08 00:00:00,47964.0,0.1241,0.3182,0.0,26.89
2015-12-08 04:00:00,53630.0,0.1124,0.3452,0.0,24.62
2015-12-08 08:00:00,69669.0,0.1204,0.5113,0.1531,47.52
2015-12-08 12:00:00,69623.0,0.1042,0.5255,0.3789,32.16
2015-12-08 16:00:00,73107.0,0.2904,0.6186,0.0,43.78
2015-12-08 20:00:00,62691.0,0.2444,0.56,0.0,32.91
2015-12-09 00:00:00,48598.0,0.207,0.669,0.0,25.57
2015-12-09 04:00:00,53344.0,0.1924,0.745,0.0,26.84
2015-12-09 08:00:00,70805.0,0.2215,0.5698,0.0574,42.37
2015-12-09 12:00:00,69631.0,0.2208,0.579,0.161,34.85
2015-12-09 16:00:00,72779.0,0.2448,0.7447,0.0,46.95
2015-12-09 20:00:00,63325.0,0.2235,0.8406,0.0,36.73
2015-12-10 00:00:00,49736.0,0.2108,0.9063,0.0,22.59
2015-12-10 04:00:00,54564.0,0.2664,0.924,0.0,18.06
2015-12-10 08:00:00,71334.0,0.3287,0.9425,0.1058,41.73
2015-12-10 12:00:00,71349.0,0.3515,0.9367,0.2802,27.98
2015-12-10 16:00:00,73792.0,0.4192,0.8803,0.0,44.5
2015-12-10 20:00:00,63892.0,0.4003,0.7651,0.0,30.08
2015-12-11 00:00:00,50647.0,0.3696,0.6532,0.0,19.05
2015-12-11 04:00:00,54768.0,0.3612,0.6061,0.0,19.02
2015-12-11 08:00:00,72766.0,0.4094,0.8308,0.051,37.29
2015-12-11 12:00:00,70816.0,0.4863,0.8153,0.0875,28.3
2015-12-11 16:00:00,72785.0,0.4833,0.834,0.0,30.78
2015-12-11 20:00:00,61373.0,0.462,0.8749,0.0,26.0
2015-12-12 00:00:00,47633.0,0.4799,0.8493,0.0,18.02
2015-12-12 04:00:00,46417.0,0.3916,0.8019,0.0,16.25
2015-12-12 08:00:00,57759.0,0.3326,0.531,0.0629,21.87
2015-12-12 12:00:00,57418.0,0.2677,0.3506,0.1779,26.89
2015-12-12 16:00:00,60466.0,0.1957,0.228,0.0,33.78
2015-12-12 20:00:00,53160.0,0.3047,0.4248,0.0,35.22
2015-12-13 00:00:00,43597.0,0.5956,0.4591,0.0,12.51
2015-12-13 04:00:00,41840.0,0.6987,0.5398,0.0,10.32
2015-12-13 08:00:00,50359.0,0.4361,0.2636,0.0555,19.37
2015-12-13 12:00:00,52806.0,0.1971,0.1766,0.1629,30.94
2015-12-13 16:00:00,56736.0,0.1052,0.0846,0.0,36.78
2015-12-13 20:00:00,53008.0,0.0438,0.0111,0.0,44.5
2015-12-14 00:00:00,44583.0,0.0211,0.0328,0.0,30.93
2015-12-14 04:00:00,50573.0,0.0322,0.1373,0.0,27.45
2015-12-14 08:00:00,69109.0,0.0621,0.2824,0.0638,56.7
2015-12-14 12:00:00,69049.0,0.052,0.2313,0.1595,43.05
2015-12-14 16:00:00,72098.0,0.1564,0.1179,0.0,50.97
2015-12-14 20:00:00,61829.0,0.1369,0.1109,0.0,40.08
2015-12-15 00:00:00,47583.0,0.1038,0.0493,0.0,27.64
2015-12-15 04:00:00,52097.0,0.0621,0.0095,0.0,29.11
2015-12-15 08:00:00,69697.0,0.04,0.0267,0.0564,55.03
2015-12-15 12:00:00,68986.0,0.0111,0.0428,0.1595,51.96
2015-12-15 16:00:00,71510.0,0.0512,0.1423,0.0,50.96
2015-12-15 20:00:00,61874.0,0.0787,0.3993,0.0,41.47
2015-12-16 00:00:00,47368.0,0.099,0.5065,0.0,30.81
2015-12-16 04:00:00,51983.0,0.1432,0.5619,0.0,27.38
2015-12-16 08:00:00,70048.0,0.1772,0.541,0.03,45.44
2015-12-16 12:00:00,70163.0,0.1426,0.3938,0.1213,42.32
2015-12-16 16:00:00,72403.0,0.2515,0.4192,0.0,41.67
2015-12-16 20:00:00,60986.0,0.2707,0.5423,0.0,33.75
2015-12-17 00:00:00,46023.0,0.276,0.5493,0.0,23.1
2015-12-17 04:00:00,50400.0,0.2775,0.4441,0.0,20.24
2015-12-17 08:00:00,68355.0,0.2633,0.4965,0.0277,41.4
2015-12-17 12:00:00,67636.0,0.2447,0.6109,0.1099,36.21
2015-12-17 16:00:00,70063.0,0.3306,0.7016,0.0,39.19
2015-12-17 20:00:00,60201.0,0.3354,0.6864,0.0,32.63
2015-12-18 00:00:00,45562.0,0.3126,0.5904,0.0,25.93
2015-12-18 04:00:00,50156.0,0.2912,0.5407,0.0,22.58
2015-12-18 08:00:00,67493.0,0.2944,0.535,0.0376,36.64
2015-12-18 12:00:00,65402.0,0.229,0.4745,0.0986,36.67
2015-12-18 16:00:00,67251.0,0.2554,0.5068,0.0,39.03
2015-12-18 20:00:00,56471.0,0.27,0.6908,0.0,32.83
2015-12-19 00:00:00,43324.0,0.2514,0.7157,0.0,23.47
2015-12-19 04:00:00,42843.0,0.2182,0.6581,0.0,19.62
2015-12-19 08:00:00,54766.0,0.2142,0.6906,0.048,29.28
2015-12-19 12:00:00,53924.0,0.1806,0.6869,0.2425,30.01
2015-12-19 16:00:00,59030.0,0.2942,0.7114,0.0,33.01
2015-12-19 20:00:00,51187.0,0.2713,0.7575,0.0,27.9
2015-12-20 00:00:00,39814.0,0.235,0.7421,0.0,17.93
2015-12-20 04:00:00,38677.0,0.2385,0.7142,0.0,12.51
2015-12-20 08:00:00,47369.0,0.3006,0.7174,0.0701,16.18
2015-12-20 12:00:00,50468.0,0.258,0.6683,0.1926,16.8
2015-12-20 16:00:00,54755.0,0.3088,0.6577,0.0,23.38
2015-12-20 20:00:00,50412.0,0.3029,0.6953,0.0,25.74
2015-12-21 00:00:00,39803.0,0.271,0.7252,0.0,19.02
2015-12-21 04:00:00,44811.0,0.3143,0.7201,0.0,13.39
2015-12-21 08:00:00,63834.0,0.3572,0.7642,0.0358,40.05
2015-12-21 12:00:00,64307.0,0.5247,0.8344,0.1227,34.17
2015-12-21 16:00:00,66984.0,0.656,0.9389,0.0,29.03
2015-12-21 20:00:00,57271.0,0.8165,0.9775,0.0,21.85
2015-12-22 00:00:00,42963.0,0.7836,0.871,0.0,-19.98
2015-12-22 04:00:00,46125.0,0.5187,0.7337,0.0,7.84
2015-12-22 08:00:00,62102.0,0.481,0.8575,0.0524,33.82
2015-12-22 12:00:00,62549.0,0.707,0.9457,0.153,24.95
2015-12-22 16:00:00,65069.0,0.6968,0.9603,0.0,25.28
2015-12-22 20:00:00,55468.0,0.6535,0.9626,0.0,25.92
2015-12-23 00:00:00,41618.0,0.6582,0.9433,0.0,10.05
2015-12-23 04:00:00,44841.0,0.6595,0.7811,0.0,-0.08
2015-12-23 08:00:00,60202.0,0.6629,0.9432,0.0749,18.02
2015-12-23 12:00:00,59112.0,0.6557,0.954,0.1797,15.27
2015-12-23 16:00:00,62440.0,0.4243,0.8142,0.0,28.94
2015-12-23 20:00:00,51845.0,0.262,0.5766,0.0,31.24
2015-12-24 00:00:00,38044.0,0.1171,0.5313,0.0,25.94
2015-12-24 04:00:00,38523.0,0.1417,0.6467,0.0,10.52
2015-12-24 08:00:00,49925.0,0.2236,0.7539,0.0808,29.13
2015-12-24 12:00:00,49512.0,0.3181,0.7911,0.2816,23.12
2015-12-24 16:00:00,52162.0,0.5061,0.9128,0.0,18.65
2015-12-24 20:00:00,45193.0,0.5922,0.9457,0.0,8.49
2015-12-25 00:00:00,35153.0,0.4417,0.9279,0.0,0.01
2015-12-25 04:00:00,34571.0,0.3279,0.8948,0.0,3.27
2015-12-25 08:00:00,43960.0,0.276,0.857,0.0777,11.45
2015-12-25 12:00:00,44308.0,0.2448,0.7118,0.2232,12.86
2015-12-25 16:00:00,47493.0,0.2796,0.4379,0.0,18.04
2015-12-25 20:00:00,43984.0,0.3799,0.5598,0.0,27.6
2015-12-26 00:00:00,36181.0,0.6203,0.7865,0.0,8.5
2015-12-26 04:00:00,36450.0,0.686,0.8371,0.0,-15.33
2015-12-26 08:00:00,43590.0,0.6684,0.8024,0.0891,6.24
2015-12-26 12:00:00,43986.0,0.6586,0.7307,0.3093,1.78
2015-12-26 16:00:00,48839.0,0.5869,0.7583,0.0,14.93
2015-12-26 20:00:00,45646.0,0.4891,0.8212,0.0,17.49
2015-12-27 00:00:00,36354.0,0.3904,0.7983,0.0,10.6
2015-12-27 04:00:00,36294.0,0.3753,0.856,0.0,3.46
2015-12-27 08:00:00,43782.0,0.4326,0.8294,0.0739,9.8
2015-12-27 12:00:00,45918.0,0.4177,0.6097,0.243,10.42
2015-12-27 16:00:00,51196.0,0.3982,0.4849,0.0,22.07
2015-12-27 20:00:00,46426.0,0.3154,0.2284,0.0,32.96
2015-12-28 00:00:00,36577.0,0.154,0.0858,0.0,26.26
2015-12-28 04:00:00,39866.0,0.0719,0.0658,0.0,16.98
2015-12-28 08:00:00,52804.0,0.046,0.2322,0.0785,38.81
2015-12-28 12:00:00,53447.0,0.05,0.3729,0.2911,36.0
2015-12-28 16:00:00,58197.0,0.2413,0.6809,0.0,36.9
2015-12-28 20:00:00,50963.0,0.279,0.818,0.0,30.38
2015-12-29 00:00:00,39278.0,0.2664,0.8281,0.0,18.04
2015-12-29 04:00:00,41442.0,0.2755,0.7971,0.0,14.49
2015-12-29 08:00:00,53786.0,0.287,0.7469,0.0624,29.01
2015-12-29 12:00:00,54053.0,0.2066,0.4775,0.2479,34.36
2015-12-29 16:00:00,57868.0,0.2047,0.361,0.0,41.81
2015-12-29 20:00:00,50463.0,0.1747,0.3159,0.0,38.39
2015-12-30 00:00:00,38692.0,0.1245,0.3707,0.0,24.0
2015-12-30 04:00:00,40865.0,0.1463,0.5605,0.0,15.95
2015-12-30 08:00:00,53406.0,0.2124,0.7496,0.0473,36.92
2015-12-30 12:00:00,54232.0,0.2707,0.8081,0.1998,30.32
2015-12-30 16:00:00,58823.0,0.4098,0.8593,0.0,30.68
2015-12-30 20:00:00,52059.0,0.4219,0.8799,0.0,24.97
2015-12-31 00:00:00,40784.0,0.4145,0.8511,0.0,13.48
2015-12-31 04:00:00,40506.0,0.4099,0.8232,0.0,1.64
2015-12-31 08:00:00,50223.0,0.3269,0.7597,0.0416,15.72
2015-12-31 12:00:00,50741.0,0.2319,0.7766,0.1509,26.23
2015-12-31 16:00:00,54645.0,0.1942,0.5903,0.0,32.87
2015-12-31 20:00:00,45911.0,0.1211,0.4023,0.0,28.81
